age_at_marriage,marriage_duration_years,num_children,education_level,employment_status,combined_income,religious_compatibility,cultural_background_match,communication_score,conflict_frequency,conflict_resolution_style,financial_stress_level,mental_health_issues,infidelity_occurred,counseling_attended,social_support,shared_hobbies_count,marriage_type,pre_marital_cohabitation,domestic_violence_history,trust_score,divorced
27,25,1,Bachelor,Full-time,79938,Not Religious,1,2.57181665360441,6,Avoidant,7.96633530225088,0,0,0,5.21303105049782,2,Love,0,0,3.70282455665943,1
23,23,1,Bachelor,Part-time,59588,Same Religion,1,5.08320652884068,2,Avoidant,6.04980709944671,1,0,1,8.49954122594116,3,Arranged,1,0,4.84703750877938,1
21,1,2,Bachelor,Part-time,43943,Different Religion,1,4.20469721086872,2,Avoidant,2.74301921716781,0,0,0,2.71302117933774,4,Love,1,0,7.03711001574634,1
32,4,0,No Formal Education,Unemployed,69775,Not Religious,1,7.34583206132199,4,Avoidant,6.24139633550489,1,0,0,6.55243324410866,4,Love,0,0,4.09497286269203,0
37,9,1,Bachelor,Part-time,45899,Different Religion,0,6.76777563709312,0,Avoidant,6.06472810693733,0,0,0,9.09975315557897,2,Love,1,0,6.14521381253362,0
21,1,0,High School,Part-time,73779,Same Religion,1,4.53258266552823,2,Avoidant,4.84414809500751,0,0,1,1.16693213762508,1,Love,1,0,3.82188712299507,1
30,34,1,Bachelor,Part-time,69719,Different Religion,1,6.30849006984836,1,Collaborative,4.21882114855636,1,0,1,9.2552524461332,1,Love,1,0,6.01944835292245,0
24,24,0,Bachelor,Unemployed,55480,Different Religion,1,7.35099057090855,1,Collaborative,4.01941387386185,0,0,0,6.57691193668018,4,Love,1,0,7.11730033798847,0
25,1,4,Bachelor,Full-time,26266,Same Religion,1,6.60735741483958,1,Avoidant,5.74891704273257,0,0,1,9.80908984523641,1,Love,1,0,8.65038907248842,0
25,1,1,Bachelor,Full-time,41536,Same Religion,0,1,4,Avoidant,6.3002198483079,1,0,0,9.37523238476533,5,Love,0,0,3.47782304410451,0
23,1,5,High School,Full-time,90367,Different Religion,0,10,3,Avoidant,7.45092960483948,0,0,0,3.23671892990021,3,Love,1,0,7.46251147994992,0
28,24,1,High School,Part-time,94909,Same Religion,1,7.07547578877796,1,Aggressive,4.60040868464543,0,0,1,10,3,Other,0,0,8.86391986525048,0
23,2,0,Bachelor,Full-time,111865,Same Religion,0,8.24669836878896,1,Aggressive,5.89769071060842,0,0,0,3.89168733832748,1,Love,1,0,7.24969979206174,1
29,5,2,Bachelor,Part-time,68007,Different Religion,1,4.55496651750572,3,Avoidant,1.77513229615403,0,0,1,6.89995627392613,5,Love,1,0,6.63154583876409,0
27,5,1,High School,Full-time,38198,Not Religious,1,4.13225831081792,2,Collaborative,1,0,0,0,1.16870820799587,4,Love,0,0,5.73220160669627,0
26,9,2,Master,Unemployed,86780,Same Religion,1,4.93951617050615,1,Passive,3.92048330728546,0,0,0,7.45828268033525,5,Love,1,0,3.02122749027629,0
23,1,3,Bachelor,Full-time,54716,Same Religion,0,10,1,Collaborative,2.09902493451378,0,0,0,7.00828953927665,3,Love,1,0,3.38992698568631,1
25,2,2,PhD,Part-time,46353,Different Religion,1,5.36423901865859,3,Avoidant,4.97751561214833,1,0,0,9.38206331263195,4,Love,1,0,7.61620281049536,0
31,26,0,High School,Part-time,66694,Different Religion,0,5.87265795936084,2,Collaborative,6.03196492041421,0,0,1,7.33550700162937,3,Love,1,0,5.53952108032251,0
30,23,1,High School,Full-time,97938,Not Religious,1,9.71264651453797,2,Collaborative,5.21137794896588,0,0,0,3.5758552583159,5,Arranged,0,0,7.81999783587921,1
23,15,2,Bachelor,Full-time,57893,Different Religion,1,5.27816584139617,1,Passive,3.70722543519825,0,0,0,7.55643786807497,5,Love,1,0,2.91067577386224,1
28,1,0,High School,Unemployed,60340,Different Religion,1,6.03136278773477,5,Aggressive,2.87918304999515,0,0,0,4.97506192406228,4,Arranged,0,0,7.71913656631683,1
31,3,0,PhD,Full-time,29357,Not Religious,1,3.34861767514762,4,Collaborative,6.77337471850034,1,0,0,10,5,Arranged,1,0,4.52858293340704,0
19,9,4,High School,Homemaker,62155,Same Religion,1,9.89008771645328,1,Avoidant,7.70705046847398,0,1,0,6.94299788149543,4,Other,1,0,6.31320515945947,0
30,3,1,Bachelor,Homemaker,73309,Same Religion,0,4.48149803196373,2,Collaborative,5.02437814630037,0,0,0,5.37465089625424,3,Love,1,1,5.61617276798482,1
24,24,2,PhD,Part-time,58247,Same Religion,1,5.6551859017031,3,Avoidant,3.07830968149636,0,1,0,8.24908157773321,2,Other,0,1,8.51143483791628,0
30,10,2,Bachelor,Unemployed,59730,Same Religion,1,1,6,Aggressive,6.87538941816576,1,0,1,6.18620948442021,4,Love,1,0,7.44512429751465,0
24,1,0,High School,Part-time,64502,Same Religion,1,5.65877743469378,2,Passive,1.87907282646445,0,1,0,9.67160010627046,3,Love,1,0,2.91533206674522,1
18,23,2,Bachelor,Part-time,39016,Same Religion,0,5.8456353059206,2,Collaborative,2.33996173636925,0,0,0,3.73409500607049,4,Love,1,0,3.6068195172637,0
19,31,3,Bachelor,Homemaker,14445,Different Religion,1,5.16691912572593,4,Passive,6.60974064264895,0,0,1,4.91157578281676,2,Arranged,1,0,10,0
28,1,2,High School,Full-time,57934,Not Religious,0,2.52267310208446,2,Collaborative,1,0,0,0,8.01517682761563,4,Arranged,1,0,6.98627637881475,1
29,7,2,Bachelor,Full-time,55487,Same Religion,0,7.09066695072072,2,Collaborative,1.81291310742221,0,1,0,5.22423893879135,2,Love,0,0,6.53184110291925,0
23,3,0,Master,Full-time,71400,Same Religion,1,2.19957463460049,4,Collaborative,8.01769786986447,0,0,0,7.86811418903368,0,Arranged,1,0,4.81433450599684,0
31,4,0,Master,Part-time,107942,Same Religion,1,2.68648580309048,1,Collaborative,1,0,0,0,7.29801828889317,3,Love,1,0,5.42501609671393,0
19,1,3,High School,Full-time,85920,Different Religion,1,5.47982225916463,3,Collaborative,4.18740686644703,0,0,0,4.38934794533717,2,Arranged,1,0,7.86734064206346,1
27,8,1,High School,Homemaker,18860,Same Religion,1,8.4231275077697,1,Avoidant,9.3850529074555,0,0,0,6.70842725107814,3,Arranged,0,0,6.58699407839176,0
21,31,1,High School,Full-time,110415,Not Religious,1,5.90418082261157,0,Avoidant,6.48882668031462,0,0,0,5.74193262834166,0,Love,0,0,5.6912476455165,0
24,6,1,Bachelor,Unemployed,73280,Same Religion,1,6.59582255495702,1,Avoidant,2.42197736726188,1,0,0,4.79444822211463,3,Love,1,0,2.20495678499284,1
28,1,2,Bachelor,Full-time,54706,Same Religion,0,4.65722470726863,4,Aggressive,5.8820718291075,1,0,0,7.36205735501774,0,Love,0,0,6.59744202624876,0
23,9,3,Master,Full-time,89527,Same Religion,1,4.65302846574021,5,Aggressive,6.05768952003559,0,0,0,4.46521944956417,6,Love,0,0,5.26907374226816,1
26,4,2,Master,Full-time,10000,Same Religion,1,7.76249820538897,2,Collaborative,2.2443088593988,0,0,0,6.20840878468511,2,Arranged,0,0,3.49355435640293,1
33,19,1,High School,Full-time,49109,Not Religious,1,8.46451382626522,3,Avoidant,6.3139547446738,1,1,0,9.88493103122034,1,Love,0,0,4.48270581132628,0
25,5,0,Bachelor,Full-time,63941,Not Religious,1,8.22132819988831,1,Collaborative,8.31013210294251,1,0,0,6.45321731907269,0,Arranged,1,0,6.43945444582435,1
32,2,0,High School,Homemaker,61346,Same Religion,0,7.23312073465779,1,Aggressive,8.93504538420757,0,0,0,4.88865825042947,0,Love,1,0,9.28217560422816,0
22,2,1,High School,Full-time,90281,Not Religious,1,6.6556488337852,1,Collaborative,6.1258813471587,0,0,0,3.01674123853762,3,Love,0,0,1.96679571045048,0
30,14,2,High School,Part-time,83609,Same Religion,1,3.13019541027945,1,Collaborative,7.03755467055397,0,0,0,2.9046250281393,0,Love,0,0,6.74057780819448,1
35,3,2,High School,Full-time,73642,Same Religion,1,4.86383915525546,0,Collaborative,2.7447844865836,0,0,1,3.89785210750519,5,Love,1,0,6.43192527509322,0
18,14,2,Bachelor,Full-time,54460,Not Religious,1,4.5724720729276,2,Avoidant,9.31751016070052,0,0,0,5.47983829153077,4,Other,0,0,9.14721629823548,0
24,2,0,Bachelor,Part-time,79226,Same Religion,1,6.14307815890592,2,Collaborative,2.79772234245399,0,1,0,1.13574172068688,4,Love,1,0,9.82271153105007,1
30,3,3,High School,Full-time,48038,Same Religion,1,7.55681557649731,2,Collaborative,3.31073835101565,0,0,0,5.6704649835533,4,Love,0,0,5.92592905471091,0
26,6,2,No Formal Education,Homemaker,75446,Same Religion,1,5.32531959735723,1,Passive,3.95027385785508,0,0,0,3.19369307610543,5,Love,1,0,6.2873998969721,1
29,28,3,Bachelor,Unemployed,45420,Same Religion,1,1.01362351924478,2,Collaborative,3.68744880773646,0,0,0,5.7685613441244,2,Love,1,0,6.23050956788314,0
24,26,1,High School,Full-time,65883,Same Religion,0,8.52430844732271,0,Collaborative,2.0868896564518,0,1,0,5.87297059602596,2,Love,0,0,1,0
28,2,2,High School,Part-time,30883,Not Religious,1,4.20521734633764,2,Collaborative,4.29227050440104,0,0,0,6.75262868094418,0,Love,1,0,6.40176295924935,0
27,4,1,Bachelor,Full-time,80710,Same Religion,1,4.31528249941206,2,Avoidant,8.81942906384971,0,0,0,6.00818342122548,5,Love,1,0,9.62213023247213,1
33,1,2,No Formal Education,Unemployed,51108,Same Religion,0,7.28969713531658,2,Collaborative,3.4248080632585,0,0,0,4.52737417509359,5,Arranged,0,0,2.70304254992826,1
29,7,1,Bachelor,Unemployed,32619,Same Religion,0,4.96823820155376,2,Aggressive,3.54239887230095,0,0,0,4.0541458226658,3,Love,0,0,8.81935998626571,0
29,6,2,PhD,Unemployed,40726,Same Religion,1,6.04777026894883,2,Collaborative,8.52530551715566,0,0,1,3.26479143366116,1,Love,1,0,6.31119659730943,1
25,23,0,Bachelor,Full-time,53870,Different Religion,1,6.66582174672832,1,Collaborative,1,1,0,0,8.65540919753883,6,Love,1,0,4.74235548002812,0
25,26,0,Bachelor,Full-time,41755,Not Religious,0,6.29961387335926,0,Collaborative,7.03617538331775,0,0,0,8.02745067658726,2,Love,0,0,2.98088757262603,0
25,4,2,Bachelor,Part-time,74403,Not Religious,1,5.49853323865214,0,Aggressive,4.45821228646591,0,0,1,5.18172112675925,4,Love,1,0,7.88165462906187,0
29,6,0,Bachelor,Homemaker,54445,Same Religion,1,6.24844885692806,1,Collaborative,6.22354256553604,0,0,0,6.05080202975516,4,Love,1,0,8.94405186024615,0
25,22,0,Bachelor,Homemaker,78699,Not Religious,1,10,1,Avoidant,5.76010631087512,0,0,0,5.85608140310231,4,Love,0,0,8.9711747996385,0
29,16,2,Master,Full-time,54341,Same Religion,1,8.59102797379241,2,Collaborative,8.47169242657058,0,0,0,8.5163821372417,3,Love,0,0,8.68874289998078,0
38,1,1,High School,Unemployed,74341,Same Religion,1,7.92084031749367,2,Avoidant,2.16810989689466,0,0,1,5.21435741035328,2,Love,1,0,4.36911543608226,1
32,3,6,Bachelor,Homemaker,60179,Different Religion,1,6.96098962949597,3,Avoidant,1.65162843792138,0,0,0,1.69754669575777,4,Love,1,0,4.24233038226774,0
26,5,1,Bachelor,Full-time,54812,Same Religion,0,9.38295285842406,1,Avoidant,5.90139613020488,1,0,1,7.06033951295599,2,Love,0,0,6.39423528984076,0
34,2,1,Bachelor,Unemployed,39187,Same Religion,1,7.93448324558954,2,Aggressive,2.1880771571757,1,0,0,3.0223525663576,4,Love,1,0,8.09507952144748,0
25,2,0,High School,Full-time,61357,Not Religious,1,8.78740777033605,1,Aggressive,7.03166791999112,0,0,1,8.13910760212398,1,Love,0,0,5.83281096985801,0
18,1,1,Bachelor,Full-time,74707,Different Religion,1,8.85809877304257,4,Avoidant,6.09335840432135,1,0,0,3.99534595516085,4,Arranged,1,0,4.91135963232602,0
22,10,1,Bachelor,Full-time,46249,Same Religion,1,7.53984200047413,1,Avoidant,5.84835151585393,0,0,0,6.7133197959908,0,Love,1,0,6.80421038775569,1
18,3,4,Bachelor,Part-time,59750,Different Religion,1,7.24486285331316,0,Passive,3.31823040266347,0,0,0,5.48213448024387,4,Love,1,0,3.72859349319899,1
26,1,0,Master,Unemployed,48968,Not Religious,1,5.53348030737686,0,Aggressive,4.91861240995228,0,1,0,5.55753379560011,2,Arranged,1,0,4.81634406233639,1
28,2,1,Master,Part-time,98724,Not Religious,1,10,2,Collaborative,4.41322781823993,0,0,0,7.19841214896749,3,Love,0,0,6.85744470566469,0
36,16,0,Bachelor,Full-time,66239,Same Religion,1,6.05923079411208,1,Avoidant,9.24805753335887,0,0,0,6.26455008504726,2,Love,0,0,9.35441510281722,1
29,19,1,No Formal Education,Full-time,61798,Different Religion,0,3.93443030331245,2,Collaborative,4.3080816637986,1,0,0,5.17568719972368,2,Love,1,0,9.53644402673358,0
26,6,1,Master,Part-time,50284,Different Religion,1,6.89479207230419,2,Collaborative,3.33853707028418,0,1,0,5.36704727600936,3,Love,1,0,7.32113012969595,1
32,5,0,High School,Part-time,77678,Different Religion,1,5.76465544020828,1,Collaborative,7.5521849233784,0,0,0,3.3520968168776,5,Love,1,0,2.49027824263292,1
18,38,0,High School,Part-time,59986,Different Religion,0,4.12205075909282,3,Aggressive,2.63949496124303,0,0,1,6.2929622309496,5,Love,0,0,7.95278820966503,1
29,2,0,Bachelor,Full-time,58701,Same Religion,1,4.23873216689795,0,Passive,9.56089922673427,1,0,0,6.66992902853801,0,Love,1,0,6.27341168843135,0
31,2,2,Bachelor,Unemployed,58534,Same Religion,1,6.20835284695911,1,Aggressive,1.02144445417012,0,0,0,10,6,Love,1,0,7.50719483729368,1
20,3,1,Master,Homemaker,37880,Not Religious,1,6.33065146956607,1,Collaborative,9.47712089727903,0,0,1,6.31889816619101,2,Love,0,0,4.56314002437154,0
33,1,1,Master,Part-time,89916,Same Religion,1,3.27869734778818,4,Collaborative,5.02193296019966,0,1,0,5.75883544956946,4,Love,0,0,6.95347732715477,0
29,4,2,Master,Unemployed,78392,Same Religion,1,5.31260048068809,3,Passive,3.97558178391535,0,1,0,3.84080388246328,5,Love,0,0,8.48528851118822,1
25,24,4,High School,Homemaker,60178,Different Religion,1,8.00511461179232,0,Avoidant,9.36193179973764,0,0,0,5.26101631095635,3,Love,0,0,4.75174421236586,1
31,9,2,Bachelor,Part-time,57937,Same Religion,1,1,3,Avoidant,4.34796266380002,0,1,1,6.05319083263435,5,Love,1,0,8.4832955097618,0
39,5,0,High School,Part-time,42368,Same Religion,0,5.51437526462215,2,Collaborative,2.41682067295874,0,0,0,4.04161417178333,3,Arranged,1,0,4.21007933760421,0
28,27,1,High School,Unemployed,30479,Same Religion,1,6.06309727250745,1,Passive,4.84823022424314,0,1,0,7.36051029865658,1,Love,0,0,8.87470319789229,0
29,1,1,Bachelor,Full-time,42380,Different Religion,1,7.3227469682255,0,Avoidant,6.57726684550041,0,0,1,5.54980966807822,5,Love,0,0,5.91555734858875,0
25,2,4,High School,Part-time,82872,Not Religious,1,5.582629158103,5,Aggressive,4.80629152722775,0,1,1,7.29795443873858,1,Arranged,0,0,4.25200754539272,1
23,8,0,Bachelor,Unemployed,52266,Different Religion,1,5.22528127827486,2,Aggressive,4.27006081761924,1,0,0,4.26727729695508,1,Arranged,1,0,7.69977473959178,0
32,9,1,Bachelor,Full-time,81647,Same Religion,1,7.22209018037565,2,Aggressive,4.2195841527211,0,1,0,6.50127182570799,6,Arranged,1,0,5.24249088814099,0
23,1,1,Master,Homemaker,59399,Not Religious,1,5.89769985492157,1,Avoidant,6.45456777898036,0,0,1,5.57626717824896,2,Love,1,0,3.98095284295621,0
28,5,2,High School,Part-time,42631,Same Religion,1,9.53545602140411,3,Collaborative,2.08974199640992,1,0,0,8.56427631111562,1,Love,0,0,4.39439057822235,1
25,10,1,Master,Full-time,45319,Same Religion,1,7.24328192576958,2,Avoidant,6.12317188570476,0,0,0,6.0809506526419,3,Love,1,0,3.39709145110587,0
30,11,5,No Formal Education,Part-time,64931,Same Religion,1,7.62844201415829,1,Collaborative,8.81269816231518,0,0,0,3.47456009010743,4,Other,1,0,5.84148479328043,0
29,10,2,Master,Full-time,27610,Not Religious,1,6.15084194264527,2,Avoidant,8.54644356951351,0,0,0,5.51405455112226,5,Arranged,0,0,4.51394375565603,1
33,3,0,Master,Unemployed,44659,Same Religion,1,9.76041428420214,2,Collaborative,8.69437560085233,0,0,0,2.53473260563564,5,Love,1,0,3.60583237421089,0
25,1,1,Bachelor,Full-time,50927,Different Religion,1,4.88013013425152,2,Collaborative,2.83358971535546,1,0,1,6.59921169116857,3,Love,1,0,8.63678298200618,0
26,5,2,Bachelor,Homemaker,76410,Same Religion,0,3.70175499440961,0,Collaborative,9.18964667177222,1,0,1,8.77476366117222,5,Love,1,0,8.25610255656859,1
23,1,1,Master,Part-time,65658,Same Religion,0,5.8125009285227,3,Collaborative,4.63241071478088,1,0,0,6.47529482458894,0,Love,0,0,8.4590212683334,1
25,29,1,Master,Part-time,63747,Not Religious,0,5.47480214681048,3,Passive,6.02993020276206,0,0,0,6.54593212744018,5,Love,1,0,6.03372503374754,0
29,6,1,Bachelor,Homemaker,69267,Same Religion,0,5.72334863031889,2,Aggressive,5.03727375312388,0,0,0,6.77062370598299,1,Other,0,0,4.01653413601074,1
31,3,0,Master,Full-time,80682,Different Religion,1,9.95524011183545,2,Passive,3.39288747779315,0,0,1,4.22756130843059,4,Love,1,0,3.82335339038926,0
23,14,0,Bachelor,Unemployed,61011,Same Religion,1,4.41798235731305,5,Avoidant,5.39550053699363,0,0,0,4.48565946582818,3,Arranged,1,0,7.27202063349094,0
32,6,0,High School,Full-time,39314,Different Religion,1,5.87751164965385,1,Collaborative,6.9771850725892,0,0,0,7.0496924697545,6,Arranged,1,0,10,1
34,3,3,Bachelor,Unemployed,63757,Not Religious,1,2.7340227694716,1,Avoidant,6.42309690233956,0,0,0,5.54214571041517,2,Love,1,0,9.1195829022201,1
30,16,0,High School,Part-time,43192,Same Religion,1,9.78599439578143,5,Aggressive,6.00086680478117,0,0,1,10,5,Love,0,0,7.2338068439574,0
37,20,1,Bachelor,Homemaker,18618,Same Religion,1,1.35235053544988,1,Collaborative,2.96153056329706,0,0,0,8.88934330812982,4,Arranged,1,0,6.9104976155681,0
24,11,2,High School,Homemaker,63778,Not Religious,1,6.28901931252519,1,Passive,4.61792327492109,0,0,0,4.49055474747454,5,Love,1,0,5.46440778315311,1
21,1,1,Bachelor,Full-time,70334,Not Religious,1,3.31753514749701,4,Aggressive,5.64698005864418,0,0,0,4.55472445945681,1,Love,1,0,7.65517565646174,0
19,8,1,Master,Full-time,66937,Same Religion,1,3.2159167887089,0,Collaborative,1.00227812357846,0,0,0,3.27730759766619,4,Love,1,0,4.63375638044072,1
35,14,1,Bachelor,Part-time,70106,Different Religion,0,4.23300478296292,2,Collaborative,6.50764468851076,1,0,0,4.4808988696039,4,Arranged,1,0,1.51402952310599,1
31,1,1,High School,Part-time,82293,Different Religion,1,3.79470234616006,2,Aggressive,6.05383238519685,1,0,0,5.48998394783201,3,Love,0,0,4.48888450542549,0
27,2,1,Bachelor,Full-time,40618,Same Religion,0,6.53873795807388,4,Avoidant,8.58516348878806,0,0,0,6.56674428727441,3,Love,1,0,5.63283714447472,0
29,21,2,High School,Full-time,52239,Same Religion,1,3.44981114967973,1,Collaborative,3.91485728684578,1,0,0,5.75720289194616,3,Arranged,1,0,3.38198391121105,0
22,1,2,Bachelor,Part-time,34258,Not Religious,1,8.08074573554633,4,Aggressive,4.83429843537936,0,0,0,10,5,Arranged,1,0,8.06100843018495,1
40,13,1,Bachelor,Full-time,68986,Not Religious,1,8.66555189428368,0,Collaborative,4.99130857032751,0,0,0,7.86313654411382,3,Arranged,1,0,4.33088214168074,0
28,6,1,PhD,Homemaker,84576,Not Religious,1,9.30835024675452,0,Avoidant,6.71004227279964,1,0,0,6.98660727095175,4,Love,0,0,7.901640272814,1
28,5,2,High School,Unemployed,49110,Same Religion,0,2.93940988477488,2,Avoidant,3.89198608954899,0,0,1,7.05089876534254,5,Arranged,1,0,7.41029566075177,0
31,1,1,Bachelor,Unemployed,74446,Not Religious,1,4.43557290537292,3,Collaborative,8.11694489216166,0,1,0,1.9069565312915,1,Love,0,0,5.99302737587383,1
30,17,2,Master,Full-time,44612,Different Religion,1,5.03689970617104,4,Passive,4.44014387944175,0,1,0,1.31433798450906,2,Love,1,0,6.77968978284292,1
29,4,1,No Formal Education,Full-time,72909,Same Religion,1,4.87015286360414,4,Avoidant,5.57491235579808,1,0,1,5.95922708981074,2,Love,1,0,7.47021174346755,1
24,7,3,High School,Part-time,15322,Different Religion,1,7.60369349158201,2,Collaborative,3.21420104139798,0,1,0,7.796727287596,2,Love,0,0,5.69690736142838,0
30,11,2,Bachelor,Homemaker,90452,Not Religious,0,6.63595930972689,2,Collaborative,2.12201002487463,1,0,0,4.97264457851482,3,Love,0,1,9.51910603491336,0
37,12,1,High School,Full-time,38194,Same Religion,1,4.14419890485533,1,Collaborative,4.70850306596405,0,0,0,6.77370538158105,4,Love,0,0,3.21527009468032,0
34,31,2,Bachelor,Full-time,63378,Not Religious,1,5.43533883057724,1,Aggressive,2.8645795783525,1,1,0,7.48663719073921,6,Love,0,0,5.08617341142332,0
35,7,4,High School,Full-time,88096,Not Religious,1,5.93372083961085,2,Passive,2.45131752318393,0,1,1,8.05976994473295,0,Love,1,0,5.9912314405406,0
25,5,0,Master,Part-time,36639,Same Religion,1,5.65682539907316,6,Avoidant,4.9068684754812,0,1,0,4.98249447289532,9,Love,0,0,10,1
23,30,3,High School,Part-time,95190,Not Religious,1,4.52750542939439,2,Passive,1.65449722738822,0,0,0,5.5788281726357,1,Arranged,1,1,4.27098728946809,0
27,10,1,Bachelor,Full-time,102061,Not Religious,1,3.78074912951404,3,Collaborative,4.19429039178832,0,0,0,5.25326974039197,3,Love,0,1,9.46342625534286,0
28,3,3,Bachelor,Full-time,73779,Same Religion,1,7.50287664987702,1,Passive,5.06630311548949,0,0,0,4.5766306293695,4,Love,1,0,4.68642254533938,0
33,1,0,No Formal Education,Part-time,60336,Same Religion,1,3.63482233244635,3,Collaborative,7.67691531255518,0,0,1,6.30949892407571,2,Other,1,0,7.92507968632513,1
19,18,0,Bachelor,Full-time,56303,Same Religion,1,7.41558437555772,1,Passive,4.65691563685373,1,0,0,3.76309301817008,5,Love,1,0,5.56037622063661,0
35,4,1,High School,Part-time,71484,Same Religion,1,6.47556761667807,1,Collaborative,5.97788974331796,0,0,0,8.66110670286445,1,Love,0,0,3.58918701304526,0
27,10,4,High School,Unemployed,74923,Different Religion,1,4.2881030569029,2,Passive,1.82497009400484,0,0,0,5.79837567685352,4,Love,1,0,8.54207235607672,0
25,6,2,High School,Part-time,19738,Same Religion,1,7.02054592634819,3,Collaborative,1.8777919825677,0,0,0,5.58216492605701,4,Love,1,0,5.54390492149128,0
22,2,3,Master,Part-time,54303,Not Religious,1,4.56775995201106,1,Passive,7.15778069216707,0,0,0,2.65805363086186,4,Love,1,0,4.37652607838456,0
19,9,2,Bachelor,Homemaker,48305,Not Religious,1,7.13055313590771,4,Aggressive,3.24093316903087,0,0,0,3.47801025100047,0,Arranged,1,0,5.30592045777616,0
32,1,4,Bachelor,Homemaker,45411,Same Religion,1,4.42551647280349,4,Collaborative,2.5331757738094,0,0,0,8.0849220117366,4,Love,1,1,3.45763421949953,1
28,5,5,High School,Full-time,45805,Same Religion,1,6.21816357460632,3,Collaborative,2.47182247130741,0,1,0,10,3,Arranged,0,1,4.95264928532127,0
21,7,2,Master,Full-time,34117,Same Religion,1,5.90220818796526,2,Collaborative,4.14279732963358,0,0,0,7.54115034645883,5,Arranged,0,0,6.03046894017138,0
21,5,1,Bachelor,Unemployed,90997,Same Religion,0,4.76242958306458,0,Collaborative,6.59589170340602,0,0,0,5.45807243207285,3,Love,1,0,6.7490006980912,1
26,13,2,No Formal Education,Full-time,48253,Same Religion,1,5.37013124988478,2,Avoidant,1,0,0,0,4.68678449003254,3,Other,1,0,8.24767721232927,0
36,17,2,Bachelor,Homemaker,57103,Same Religion,1,4.71305984008907,3,Collaborative,10,0,1,0,3.69788290210868,4,Love,1,1,6.91285028020945,0
26,14,1,Bachelor,Full-time,53749,Same Religion,1,8.34173317986779,3,Avoidant,5.164445876584,1,0,0,2.8378456911152,4,Love,0,0,1,1
20,1,3,Bachelor,Homemaker,49024,Same Religion,1,4.59921485638639,0,Collaborative,2.82670692326717,0,1,0,6.66617539344581,1,Love,1,0,7.3778506318014,1
26,2,2,High School,Part-time,68339,Not Religious,1,5.85755278994293,1,Collaborative,4.58609409595897,0,0,1,6.18824901108238,1,Love,1,0,3.73845894092022,1
26,7,3,Master,Unemployed,53755,Same Religion,0,1.81841658416486,2,Collaborative,2.5717569741716,0,0,0,4.45514358106323,4,Love,1,0,6.5690691267535,0
18,27,0,Master,Full-time,72107,Same Religion,0,4.62550278305809,1,Collaborative,5.43517707843639,0,0,0,5.86945369098988,1,Love,1,0,6.99210447164053,0
27,18,1,High School,Homemaker,91401,Different Religion,1,7.26962538968767,0,Collaborative,2.98261559690761,0,1,0,6.43284693315003,0,Other,1,1,8.27572876278731,0
26,18,1,High School,Full-time,37996,Same Religion,1,6.94984445955246,2,Avoidant,5.3469053882486,0,0,0,2.52664816545058,2,Love,1,0,7.71486412802001,1
31,3,1,High School,Full-time,66456,Same Religion,1,6.87284400298304,3,Collaborative,3.78180396343235,0,0,0,8.00872121044621,2,Love,1,0,4.88116953746385,1
37,5,1,PhD,Full-time,65864,Different Religion,1,5.94237209357172,7,Collaborative,6.46998900448868,0,0,0,8.9076419783063,4,Arranged,1,0,9.04254788942125,1
33,6,0,High School,Homemaker,36492,Same Religion,1,6.50348612529327,2,Aggressive,9.29854848654907,0,0,0,6.03926655593603,3,Love,0,0,4.91593755556599,1
26,1,1,Bachelor,Full-time,72923,Same Religion,0,8.88698958276621,2,Aggressive,3.22082433940073,0,0,1,9.93615912658934,3,Love,1,0,4.2970716111814,0
22,1,3,High School,Part-time,54754,Same Religion,1,4.15136486479892,1,Passive,4.87640780086453,1,0,0,7.21905989232657,3,Love,1,0,7.91694112153542,0
40,29,4,Bachelor,Part-time,91585,Same Religion,1,8.45267073032636,2,Collaborative,6.65701785656128,0,0,0,9.31464662801879,2,Arranged,1,0,7.01362139493251,0
28,2,1,Master,Homemaker,79980,Same Religion,1,4.23666024473879,2,Collaborative,8.05185056440111,0,0,0,5.62820353179976,4,Love,0,0,5.78028525309405,1
28,2,0,Master,Part-time,59989,Different Religion,1,6.60538436686921,3,Collaborative,5.94104487632404,0,0,0,8.01839217939691,1,Love,1,0,7.65618420571905,0
27,1,1,High School,Part-time,55672,Same Religion,1,4.28699459381359,1,Collaborative,3.12371491948607,0,0,0,6.56554006994577,3,Love,1,0,5.51017928363253,0
28,26,0,Bachelor,Unemployed,94651,Same Religion,0,7.69534678572401,2,Avoidant,1.98892298062944,0,0,0,4.4162954554511,1,Arranged,1,0,6.33669124046964,0
27,8,1,Bachelor,Unemployed,48413,Different Religion,1,3.42364034362662,1,Passive,5.67684461777888,1,0,0,7.51238776623999,2,Love,1,0,8.75359889292921,1
25,10,2,No Formal Education,Full-time,65289,Not Religious,1,3.99044632428515,3,Aggressive,6.68026445042048,1,0,0,8.13343850970358,1,Other,0,0,6.65718877754202,1
25,24,3,High School,Full-time,58697,Not Religious,1,5.77534321229562,1,Collaborative,6.29872363512328,0,0,0,6.13929215500182,4,Love,1,0,4.84998131119718,0
27,4,2,High School,Full-time,83897,Same Religion,0,4.42432986864475,1,Collaborative,6.61884609318336,0,0,0,5.8540127953288,4,Arranged,0,0,5.27918071917787,1
