Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air_Quality
36.5,62.0,42.7,54.8,25.3,21.7,2.48,3.5,623,0
31.3,56.1,2.3,11.6,21.1,9.0,1.41,10.9,588,0
30.0,67.1,2.2,7.8,39.2,17.0,2.0,5.2,793,0
27.4,77.3,0.7,12.2,25.3,5.3,1.57,10.8,477,0
31.6,81.1,18.7,30.0,31.6,12.3,1.45,5.5,664,0
25.7,71.4,13.9,18.5,22.2,6.4,1.41,7.7,520,0
22.3,49.8,14.4,18.5,16.5,4.3,1.1,15.4,500,1
22.7,73.0,33.6,38.6,30.8,14.2,1.72,10.7,576,0
48.9,62.0,12.2,35.7,45.4,22.7,2.27,2.7,865,0
37.9,71.0,5.6,21.0,49.8,34.5,3.0,5.0,537,0
28.1,64.0,11.7,13.8,15.4,3.4,0.93,11.5,373,1
23.5,74.5,1.7,5.9,25.3,4.9,1.01,12.4,312,1
30.7,66.4,16.6,24.4,23.3,9.5,1.53,9.5,379,0
30.4,90.1,4.9,20.7,45.0,23.5,2.29,3.6,681,0
38.0,77.7,49.8,65.9,42.7,17.2,2.02,6.2,750,0
34.1,74.6,27.0,47.6,22.4,27.2,2.57,3.5,732,0
32.0,75.0,2.5,12.8,32.3,4.3,1.39,5.6,546,0
31.5,72.2,31.2,62.0,32.2,16.1,2.7,3.1,747,0
32.0,84.4,30.3,39.1,40.4,21.2,1.99,6.2,454,0
27.3,61.6,0.6,2.3,14.0,4.2,0.87,19.0,465,1
27.7,69.4,0.8,8.4,14.3,4.1,0.86,13.4,425,1
24.0,65.5,3.6,9.1,25.2,6.7,0.97,14.1,387,1
28.7,75.2,3.4,7.9,23.3,5.0,0.83,10.3,425,1
25.3,47.1,23.5,28.9,12.5,5.9,1.19,10.9,223,1
31.2,71.9,56.5,74.2,29.9,11.8,2.14,4.0,602,0
34.3,94.8,12.6,30.7,52.7,17.5,2.02,4.5,934,0
37.3,85.0,9.6,23.9,31.2,16.2,2.22,4.9,592,0
32.4,76.4,22.2,30.0,23.0,10.2,1.47,7.6,331,0
21.6,50.3,3.0,6.7,22.7,3.3,1.0,10.1,223,1
22.1,73.9,4.6,14.5,32.4,22.2,2.1,6.8,492,0
23.3,80.6,8.6,11.2,17.2,6.7,1.02,10.9,511,1
48.8,92.0,2.4,24.9,38.2,16.9,2.84,3.7,664,0
26.4,52.2,18.0,25.6,22.8,5.9,1.12,10.4,539,1
28.7,41.0,5.9,10.7,19.7,8.0,1.01,11.6,387,1
39.6,87.7,2.8,12.5,28.9,2.8,2.05,3.8,692,0
30.3,88.4,34.6,49.5,25.8,22.5,1.48,3.4,583,0
28.3,59.6,26.3,36.6,17.7,9.4,1.45,6.0,278,0
29.7,88.0,3.9,13.9,36.8,10.3,1.7,6.9,457,0
32.4,95.7,0.7,5.8,43.0,21.2,1.87,3.9,525,0
31.2,84.0,28.6,39.4,24.6,12.2,1.3,6.4,438,0
27.7,56.2,6.1,17.1,19.2,11.9,1.61,5.6,507,0
23.1,58.3,3.2,7.3,12.9,5.9,1.03,11.9,295,1
18.0,52.5,5.3,11.4,16.8,3.4,0.9,12.2,550,1
39.1,84.8,4.6,19.1,33.3,5.9,2.11,5.1,620,0
25.6,79.9,2.3,5.6,22.3,7.1,0.87,10.5,516,1
20.3,67.1,8.6,12.0,10.7,3.3,0.97,10.3,286,1
39.2,84.3,80.5,107.9,32.5,24.6,2.37,4.8,450,0
20.3,77.6,12.1,19.5,18.0,6.1,0.89,14.2,308,1
32.2,69.4,1.5,14.1,24.3,12.5,1.89,5.7,481,0
28.5,71.0,6.7,13.1,21.8,4.0,0.97,13.1,510,1
25.4,76.7,10.3,19.4,22.7,10.5,1.19,7.8,609,0
38.4,73.3,78.9,94.5,23.9,23.0,2.03,4.1,615,0
31.9,66.3,38.8,40.0,30.6,9.3,1.55,6.2,381,0
44.2,79.7,4.9,23.6,34.4,18.1,1.76,4.1,724,0
44.4,70.0,7.1,19.5,23.3,11.6,1.71,5.1,762,0
28.8,49.0,0.4,9.3,35.2,7.3,1.43,5.4,553,0
53.1,57.3,72.3,84.6,45.0,6.4,1.95,3.2,857,0
32.4,57.8,18.0,29.1,26.1,9.8,1.71,7.4,299,0
25.1,54.5,13.9,16.1,21.2,6.5,1.02,10.4,300,1
23.8,42.1,2.5,7.3,15.1,3.8,1.12,12.8,529,1
26.3,91.1,142.3,157.0,30.5,6.5,1.18,7.1,480,0
38.9,83.7,26.5,48.9,44.0,14.6,1.83,3.8,645,0
32.2,55.6,9.9,20.0,25.2,14.1,1.75,6.1,516,0
33.9,63.1,2.2,11.7,21.1,17.9,2.55,8.9,680,0
32.2,68.5,12.0,23.4,26.2,9.3,1.52,6.1,370,0
27.2,60.5,1.3,4.7,22.7,3.7,0.95,16.1,241,1
31.2,51.4,28.1,41.1,15.6,12.1,1.44,5.7,386,0
28.3,56.4,22.1,30.3,28.0,0.6,1.48,8.2,331,0
23.9,66.7,4.6,7.9,15.4,7.1,0.95,12.4,362,1
33.8,80.4,17.5,32.8,21.1,12.3,1.51,5.0,361,0
49.6,79.9,13.4,26.4,37.8,28.8,2.71,3.3,639,0
32.3,72.8,3.4,30.6,42.3,2.8,2.04,4.5,636,0
43.0,83.1,58.2,80.2,34.7,9.1,1.88,6.0,375,0
34.7,80.3,2.8,10.9,17.2,8.8,1.56,5.2,324,0
37.7,107.5,22.7,53.0,37.1,25.3,2.58,5.1,543,0
24.6,42.1,0.9,10.3,23.4,9.1,0.83,11.5,545,1
29.5,79.8,12.8,29.8,33.2,13.3,1.1,5.9,389,0
27.7,60.2,0.4,5.7,25.3,6.2,1.05,12.9,218,1
26.8,98.6,0.9,21.6,34.8,12.9,2.0,6.6,712,0
30.1,75.1,20.5,33.4,28.2,5.4,1.44,6.2,648,0
22.3,65.7,1.0,5.7,26.8,3.5,0.91,13.3,282,1
28.0,86.9,7.1,16.5,19.6,7.8,1.77,5.7,665,0
35.4,75.0,10.0,18.8,24.0,13.6,1.5,6.2,390,0
36.0,75.3,43.4,59.5,35.1,22.1,1.97,3.6,468,0
27.1,74.1,4.7,8.7,25.3,5.9,1.0,13.5,555,1
24.9,66.0,5.4,7.5,25.0,0.7,1.09,10.9,263,1
23.2,69.7,5.8,14.1,24.6,3.5,0.97,12.3,579,1
34.9,63.0,59.7,69.2,29.5,8.2,1.07,5.2,568,0
44.8,97.8,35.2,58.0,38.3,29.6,2.8,6.3,816,0
41.3,90.6,70.6,88.5,45.0,30.2,2.93,6.8,902,0
33.5,82.9,21.9,45.6,37.1,20.9,1.72,4.7,591,0
27.7,83.6,3.8,19.9,32.9,17.8,2.09,5.3,632,0
38.6,111.4,9.9,20.0,36.3,22.5,1.74,7.5,591,0
24.1,72.6,27.7,36.5,35.3,6.5,1.95,8.4,493,0
26.8,60.2,4.4,10.1,25.7,4.5,1.29,12.6,234,1
33.8,66.1,55.5,79.2,35.2,18.6,2.06,4.5,636,0
18.5,57.3,7.7,11.1,22.8,4.7,1.1,10.2,600,1
30.3,69.4,41.8,51.2,22.5,5.8,1.57,6.1,434,0
23.8,44.4,7.5,11.9,23.1,3.1,0.9,11.5,602,1
24.8,39.8,58.4,68.2,26.5,3.7,0.93,16.5,397,1
26.8,83.0,53.4,69.0,17.6,15.2,1.82,7.5,668,0
26.5,51.7,0.7,5.3,10.7,7.1,1.05,10.2,555,1
33.4,52.7,53.5,63.4,26.5,10.0,1.32,12.4,329,0
31.6,100.3,6.4,21.2,43.5,14.5,1.79,8.1,558,0
32.2,60.7,48.9,65.1,41.1,14.4,2.79,2.9,875,0
39.1,66.8,9.7,21.2,34.1,5.4,2.33,6.6,679,0
22.4,42.8,1.1,8.7,15.2,7.0,1.03,12.1,216,1
27.2,46.3,14.8,18.8,19.7,7.3,1.05,10.8,496,1
30.1,91.0,32.1,38.5,23.7,10.6,1.44,6.0,363,0
32.8,58.9,30.1,52.0,33.6,22.4,1.73,3.4,476,0
29.6,76.1,31.0,48.7,51.2,9.3,2.7,2.9,788,0
22.6,43.5,21.0,24.9,24.5,4.8,0.99,10.0,284,1
25.4,71.8,1.8,11.8,21.3,10.2,1.33,7.2,506,0
21.8,73.4,12.1,12.0,26.2,6.6,1.04,25.8,224,1
29.9,51.4,2.8,14.2,23.7,10.0,1.43,9.0,321,0
22.8,67.9,66.8,79.8,28.3,4.3,1.17,5.9,397,0
42.5,80.9,33.3,44.4,34.1,11.1,2.28,4.2,682,0
37.4,105.6,22.8,44.9,31.1,9.5,2.68,3.6,563,0
36.6,109.9,0.4,16.4,39.9,13.0,1.57,5.9,690,0
29.1,77.1,61.8,76.5,28.5,8.4,1.71,5.7,591,0
29.7,72.2,9.0,10.4,19.6,5.6,1.09,10.6,409,1
29.9,84.5,11.5,24.0,22.2,7.7,1.69,5.1,424,0
22.8,52.5,10.8,16.0,15.5,9.5,1.07,11.2,489,1
35.9,69.9,6.2,17.2,34.0,12.5,2.18,7.0,447,0
30.6,41.9,7.0,11.5,17.0,6.5,1.12,11.3,486,1
35.2,85.5,0.5,12.4,30.8,12.2,1.91,6.9,318,0
20.6,60.3,33.8,38.3,19.9,1.1,1.07,10.1,207,1
22.5,40.7,26.5,31.8,26.4,7.0,1.18,10.9,452,1
26.8,75.7,16.6,23.9,21.0,1.6,1.01,11.4,390,1
36.4,111.6,35.8,67.0,43.1,8.3,2.32,8.3,813,0
25.1,42.6,12.3,20.1,25.0,6.3,1.08,13.7,455,1
36.2,63.6,16.1,27.3,23.4,9.6,1.73,7.6,574,0
35.4,78.9,3.9,15.7,33.5,15.8,1.97,4.9,695,0
40.3,66.1,11.8,21.0,43.4,15.8,2.02,6.2,824,0
22.7,89.6,19.5,35.4,27.0,10.8,1.37,6.3,632,0
32.7,93.0,12.6,23.5,23.5,0.8,1.51,6.0,598,0
33.3,73.1,21.6,33.1,44.5,7.4,1.98,8.8,723,0
28.0,65.5,0.3,7.1,11.8,5.9,1.12,14.3,337,1
29.1,76.2,2.0,7.3,20.3,5.4,0.98,17.9,404,1
25.9,59.9,2.4,6.1,31.7,13.9,1.47,5.8,388,0
42.0,77.9,9.5,31.0,37.6,17.0,2.38,12.0,484,0
32.9,63.1,12.1,17.5,24.7,12.3,1.57,5.1,467,0
29.8,85.5,6.2,15.4,34.0,4.5,1.34,11.3,405,0
32.0,88.8,4.7,13.5,29.4,11.5,1.62,7.9,604,0
34.1,79.1,165.5,190.7,45.3,9.0,1.95,5.3,846,0
42.8,116.1,10.3,31.6,36.9,15.3,2.34,4.1,755,0
35.5,86.0,75.7,86.8,19.8,12.1,1.79,8.6,612,0
26.2,52.6,11.3,11.5,29.3,14.6,1.55,7.3,397,0
26.1,54.5,1.5,5.8,17.2,3.1,0.98,17.9,327,1
19.1,64.9,2.5,10.5,26.0,6.0,1.08,10.4,368,1
34.1,72.9,2.2,15.6,33.6,4.9,1.43,5.6,526,0
23.2,88.9,55.5,60.9,31.4,13.1,1.19,5.5,351,0
27.6,79.3,14.0,40.2,37.6,10.6,2.24,3.6,608,0
19.5,42.7,3.8,8.6,23.8,1.7,1.06,10.4,390,1
31.2,54.0,16.4,22.8,23.0,3.9,1.59,9.4,492,0
31.5,53.9,2.5,10.8,29.9,12.7,1.58,5.3,395,0
47.7,69.2,41.8,50.7,38.3,22.2,2.58,5.9,651,0
27.7,81.8,1.1,8.9,26.5,20.1,1.33,5.2,317,0
24.6,52.4,4.1,18.1,27.0,14.7,1.4,8.8,356,0
36.4,107.9,16.4,32.0,25.7,14.7,2.03,3.6,686,0
31.2,54.1,8.2,15.0,16.3,4.6,0.88,14.8,531,1
37.6,94.4,19.5,27.3,50.3,6.2,2.47,3.7,889,0
27.4,76.3,10.4,14.1,10.3,5.4,0.91,10.3,328,1
29.0,79.2,66.5,82.1,25.8,16.7,1.51,5.3,575,0
26.5,41.4,6.8,11.8,26.6,6.4,0.88,12.4,383,1
25.0,63.5,24.7,27.0,16.1,2.0,0.91,15.9,407,1
41.0,82.3,90.1,109.2,48.8,27.5,1.52,4.3,450,0
26.5,79.2,51.0,58.8,22.3,12.0,1.54,5.2,344,0
36.0,75.2,4.7,10.5,33.5,0.4,1.72,6.5,336,0
23.6,76.1,1.2,5.8,25.8,4.5,1.01,10.2,306,1
26.7,48.8,19.7,23.8,31.8,5.3,1.27,5.3,538,0
28.2,75.8,164.9,168.7,22.9,15.4,1.53,5.5,346,0
31.6,105.9,0.4,15.7,38.4,11.9,1.34,6.5,421,0
21.8,43.3,1.3,5.1,19.8,8.0,0.84,10.6,451,1
29.4,56.0,24.3,41.9,30.5,5.3,1.64,12.5,375,0
34.6,86.1,17.8,28.9,37.4,10.2,1.44,6.4,414,0
30.5,62.3,13.3,18.8,19.7,5.2,1.01,11.4,495,1
26.5,86.3,28.0,54.1,56.6,9.6,2.02,4.8,603,0
33.5,58.9,12.1,29.4,49.8,16.7,2.02,3.1,678,0
24.4,59.3,8.9,15.7,26.4,6.6,0.94,10.4,576,1
22.6,54.6,20.7,25.1,14.1,4.0,1.04,16.1,429,1
25.6,87.4,23.6,32.3,29.2,3.1,1.59,6.2,582,0
24.6,71.2,21.1,41.7,27.0,17.7,1.93,3.4,528,0
42.2,83.4,40.3,49.7,36.8,15.8,1.39,3.5,766,0
28.3,82.7,11.7,19.7,28.6,14.5,1.27,5.2,430,0
39.8,78.5,21.5,41.4,32.3,29.5,2.5,5.8,790,0
24.4,66.2,2.9,8.6,20.8,5.6,0.93,13.1,467,1
20.3,63.0,21.7,24.1,16.5,4.3,0.89,17.1,191,1
21.3,48.3,2.4,5.8,15.5,6.3,1.08,10.5,296,1
28.4,44.5,8.7,16.6,25.0,0.9,1.03,10.3,208,1
22.2,43.1,5.1,9.0,15.7,3.2,1.0,10.7,377,1
31.3,73.8,33.8,46.6,31.0,22.8,1.92,4.6,681,0
26.3,74.5,12.7,18.3,21.1,1.1,1.01,13.1,365,1
30.9,60.3,56.3,68.7,22.8,10.5,1.4,7.4,426,0
27.8,75.4,6.0,14.4,16.8,12.8,1.47,5.7,539,0
32.3,80.6,11.0,17.6,25.8,3.1,1.26,6.7,670,0
26.0,66.5,1.7,5.4,20.2,5.8,1.0,10.2,399,1
23.5,60.1,0.4,7.2,17.2,6.1,1.02,10.1,384,1
25.7,67.7,43.0,52.4,22.5,7.2,1.35,6.0,415,0
24.0,45.3,20.8,25.7,12.9,3.6,0.77,13.4,346,1
31.8,80.1,5.6,7.6,24.4,16.6,1.56,10.4,679,0
33.2,90.6,42.9,57.2,22.4,13.0,2.44,7.5,497,0
27.4,73.5,17.1,22.1,15.7,8.3,0.92,12.0,572,1
35.1,82.5,3.8,13.0,45.4,3.9,2.24,3.7,703,0
33.1,61.0,27.7,39.2,25.8,10.2,1.84,4.8,448,0
22.9,50.0,19.2,23.4,18.8,6.0,0.95,12.2,225,1
31.4,94.3,68.9,72.8,24.0,14.3,1.99,6.7,347,0
23.9,65.3,26.1,33.5,22.3,1.4,1.03,12.6,499,1
38.6,72.2,48.8,67.7,36.2,28.6,2.21,3.0,860,0
49.8,79.2,70.1,82.7,50.3,20.6,1.91,5.2,617,0
23.1,60.1,1.5,8.0,19.3,6.3,1.08,13.3,340,1
26.9,53.5,20.0,28.4,29.5,5.3,1.36,8.5,313,0
28.7,77.3,23.1,24.7,12.1,7.6,1.02,10.7,577,1
31.0,71.4,4.3,10.3,19.5,7.9,0.99,11.1,212,1
32.8,73.6,18.6,39.5,21.4,12.2,2.21,4.4,590,0
22.4,57.3,5.8,9.6,23.6,4.3,1.08,11.0,595,1
27.2,52.7,7.4,13.9,22.2,5.4,0.94,11.4,577,1
26.6,64.1,3.0,11.3,26.8,3.7,0.95,11.1,550,1
22.9,52.6,7.6,15.3,26.3,4.4,0.99,11.1,517,1
30.7,71.1,26.1,34.5,19.0,3.2,0.78,11.3,512,1
20.2,40.4,3.6,13.5,20.5,5.4,1.03,11.9,475,1
26.2,80.8,10.2,16.3,13.9,3.2,0.86,12.0,328,1
25.4,73.2,28.7,35.4,12.3,6.0,1.13,10.1,371,1
33.4,59.9,33.0,41.0,25.4,10.8,1.64,7.0,406,0
26.7,41.7,13.2,18.9,18.9,6.3,0.9,12.3,550,1
34.5,71.4,29.5,52.6,37.9,17.1,2.09,3.9,744,0
40.5,70.4,35.8,44.7,22.2,9.7,1.33,5.5,398,0
35.6,75.3,48.1,63.6,43.7,29.2,3.03,2.9,587,0
27.1,79.9,31.7,50.9,47.6,5.2,2.0,6.8,447,0
26.7,85.4,4.9,11.9,26.3,19.4,2.22,5.2,421,0
39.2,111.2,25.7,46.9,45.6,25.2,2.25,4.5,692,0
38.1,96.6,59.5,79.6,40.5,24.4,2.41,4.9,863,0
26.5,78.9,6.3,18.5,34.9,11.6,1.95,5.0,555,0
23.2,40.3,2.3,8.9,19.5,5.7,0.89,11.1,255,1
33.6,48.8,19.2,27.3,17.1,4.3,1.04,11.1,267,1
27.0,67.8,24.8,28.9,12.9,3.9,1.1,14.7,559,1
41.9,90.1,26.6,50.7,46.3,18.2,2.38,5.1,531,0
29.9,78.6,25.1,30.1,26.5,7.2,1.49,7.3,323,0
26.4,76.0,16.0,32.9,31.8,10.6,2.15,4.8,548,0
32.6,71.9,48.0,60.0,30.8,6.8,2.0,5.0,388,0
16.7,52.9,0.0,7.3,19.9,6.9,0.95,11.0,229,1
21.5,59.9,4.1,5.5,15.1,7.1,0.97,11.8,365,1
29.9,54.2,24.6,38.5,30.9,14.1,1.67,7.0,359,0
30.6,47.9,14.4,18.8,16.1,2.4,1.05,12.4,386,1
29.2,77.7,35.4,36.1,37.1,17.9,2.24,6.6,571,0
29.4,42.7,1.7,7.8,19.1,4.5,0.84,13.4,228,1
33.3,66.3,13.6,25.8,19.3,12.9,1.41,8.4,460,0
28.9,53.4,5.4,22.0,26.2,18.6,1.44,6.7,449,0
34.1,62.3,130.0,137.4,33.6,7.1,2.04,4.1,442,0
28.7,67.4,11.0,15.2,19.2,8.3,1.13,10.3,481,1
35.3,65.3,25.6,36.8,19.2,6.0,1.57,5.5,576,0
27.9,48.1,1.3,14.6,32.5,0.9,1.55,7.0,449,0
24.1,74.7,5.1,12.1,10.5,6.4,1.07,11.0,454,1
31.3,100.0,11.1,35.6,39.1,35.8,1.95,2.8,754,0
30.4,78.9,17.5,30.8,26.1,7.9,1.39,6.3,608,0
26.8,67.2,7.9,17.1,25.1,6.7,0.99,11.9,547,1
28.6,83.1,19.9,29.1,35.8,12.3,1.93,7.4,674,0
25.8,62.6,11.7,16.7,10.0,6.6,1.01,15.8,413,1
28.9,49.8,0.3,1.5,20.5,8.5,1.13,11.4,485,1
42.9,104.0,52.5,80.9,22.9,13.0,2.42,4.4,680,0
44.2,101.0,2.6,10.2,30.3,24.3,1.91,3.5,408,0
21.0,93.8,6.3,19.4,37.5,13.6,2.18,3.9,669,0
31.3,84.7,35.5,42.0,17.9,11.1,1.23,5.6,509,0
23.0,48.9,0.5,8.8,20.2,4.5,1.08,11.9,496,1
38.5,95.4,66.9,92.3,46.0,15.7,2.63,4.1,654,0
29.6,46.2,0.8,4.4,26.8,3.6,1.03,11.9,300,1
40.3,73.4,11.3,29.9,31.4,25.3,2.11,3.9,380,0
41.2,85.9,3.4,21.2,39.6,8.4,2.27,3.5,689,0
29.1,41.5,0.9,4.8,18.7,3.4,1.02,12.6,337,1
26.7,53.8,6.9,21.8,25.3,7.7,1.59,6.4,295,0
29.7,69.0,18.0,26.3,28.9,9.8,1.58,5.4,674,0
29.5,69.8,5.9,21.1,27.6,18.9,1.82,3.6,694,0
40.0,83.4,5.0,25.6,45.0,14.5,2.4,4.7,927,0
31.6,77.8,12.3,18.1,31.8,8.9,1.72,3.8,590,0
29.5,67.3,5.1,11.7,20.5,3.6,1.11,11.2,379,1
32.2,66.7,22.8,34.7,29.6,17.6,2.69,9.1,441,0
28.7,63.9,13.5,25.3,16.2,10.9,1.17,6.3,478,0
26.4,51.1,0.7,3.6,27.8,9.6,1.09,10.9,281,1
37.0,100.4,19.8,34.2,32.7,15.8,2.18,3.9,745,0
32.2,84.1,4.3,13.3,20.1,12.6,1.38,6.7,401,0
22.9,50.1,7.0,13.7,12.1,8.4,1.09,13.6,589,1
31.5,73.7,1.1,24.1,37.5,23.6,1.78,5.4,533,0
52.3,74.5,14.9,24.0,29.7,19.3,1.78,3.6,515,0
35.7,82.0,40.5,57.9,25.3,13.6,2.14,7.7,614,0
32.2,70.0,3.5,10.2,25.4,19.3,2.59,3.9,735,0
35.6,57.6,19.4,33.5,35.1,10.0,1.57,5.1,424,0
23.4,54.7,4.0,12.3,24.1,2.8,0.87,10.2,433,1
24.8,80.3,9.2,14.0,12.2,4.8,0.9,11.1,277,1
31.3,75.0,37.8,47.1,32.6,11.0,1.87,5.6,451,0
27.2,42.8,12.5,15.0,14.6,3.3,1.1,10.9,284,1
26.2,64.2,1.9,6.6,19.7,6.2,1.05,13.8,369,1
51.1,70.0,2.2,3.8,39.8,20.1,2.65,4.2,684,0
33.8,71.4,35.9,59.1,36.1,15.0,1.74,3.6,619,0
34.6,80.3,8.6,29.2,31.5,7.4,1.28,9.5,326,0
34.6,71.6,21.7,37.5,30.7,16.4,2.18,4.1,754,0
27.4,78.0,5.0,21.9,33.8,16.5,1.57,5.6,468,0
26.8,42.1,5.4,11.7,20.1,4.5,0.85,13.1,276,1
33.2,72.0,4.1,16.3,24.8,6.6,2.02,5.9,662,0
40.8,93.8,11.3,27.2,53.4,23.2,2.72,4.7,688,0
16.0,64.1,13.4,18.9,24.4,2.0,1.0,12.2,487,1
30.9,73.7,5.5,10.2,32.5,2.3,1.83,6.9,653,0
35.0,80.2,11.9,24.4,30.4,14.1,1.71,4.5,617,0
31.2,86.3,39.3,52.8,16.8,9.9,1.73,5.9,571,0
26.0,86.8,85.4,95.8,24.8,3.9,1.23,5.4,481,0
25.4,74.2,40.6,46.1,19.7,9.9,1.32,6.1,459,0
38.5,83.8,19.5,31.0,28.0,14.3,2.22,7.3,443,0
30.9,89.0,7.3,30.9,37.3,6.8,2.21,4.4,660,0
45.5,67.6,51.4,64.5,36.9,9.4,1.93,4.2,467,0
23.2,86.5,3.1,21.4,22.3,15.0,1.56,7.3,601,0
38.9,77.5,5.2,25.6,43.7,15.4,2.32,4.2,610,0
32.8,63.6,33.1,54.9,33.0,19.6,1.48,4.7,655,0
49.9,91.6,26.6,51.1,31.8,29.0,2.48,5.4,849,0
30.8,84.4,34.2,50.3,27.8,16.1,1.3,5.1,416,0
26.6,66.0,2.2,3.7,27.7,11.7,1.63,6.6,395,0
40.6,92.2,80.4,103.6,45.8,12.1,1.97,6.8,744,0
26.0,45.3,5.3,12.4,27.4,7.2,0.78,18.9,546,1
33.0,47.0,16.4,23.0,26.3,4.9,1.22,9.8,655,0
17.7,75.2,3.5,8.0,18.6,2.0,1.04,13.0,593,1
31.5,55.4,50.2,68.7,31.5,6.0,2.13,4.4,529,0
40.0,94.4,19.9,49.3,51.0,22.5,2.47,4.1,601,0
39.5,70.4,9.9,30.3,48.3,36.8,2.68,3.2,896,0
25.3,73.8,6.5,19.1,32.4,12.6,1.2,5.5,419,0
18.9,63.2,6.2,8.0,13.9,5.0,1.09,10.3,410,1
28.2,73.5,3.8,14.8,24.8,11.1,1.11,7.0,577,0
34.3,102.4,38.8,58.4,40.4,12.8,2.09,2.7,811,0
27.8,56.7,6.7,18.0,26.9,6.1,1.64,6.1,371,0
26.7,52.8,27.3,31.8,15.6,1.9,0.89,11.9,318,1
38.2,110.1,0.1,12.5,41.7,15.8,1.98,6.2,709,0
27.8,79.0,16.6,24.0,25.5,5.2,1.06,10.3,359,1
22.1,41.0,14.8,20.3,12.8,4.9,1.18,15.0,217,1
22.9,57.4,15.9,22.8,20.6,7.5,0.91,10.4,336,1
21.9,45.1,13.9,15.3,26.3,1.4,0.92,11.4,262,1
22.7,68.4,14.6,25.8,26.5,3.0,1.37,5.4,321,0
22.4,69.0,9.2,12.2,18.7,4.0,1.15,12.8,245,1
26.1,61.7,5.3,8.6,19.5,9.1,1.07,15.4,381,1
23.9,62.9,8.9,17.3,17.4,4.5,0.93,13.6,494,1
24.6,62.7,13.5,17.9,29.4,7.9,1.51,6.2,510,0
25.4,80.0,3.5,11.4,24.1,8.9,1.03,13.7,373,1
25.5,63.8,2.2,4.3,24.9,4.7,1.1,13.4,459,1
27.8,42.1,1.5,5.3,13.5,3.8,1.09,10.8,527,1
28.2,61.2,1.2,10.9,22.7,7.1,1.86,8.6,501,0
